SYMBOL,GENENAME,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
Ckm,creatine kinase,ENSRNOG00000016837,9.561456585,6.871454173,1.806590243,3.803548813,0.000142638,0.001287114,up
ENSRNOG00000071120,ENSRNOG00000071120,ENSRNOG00000071120,9.713297869,6.888812361,2.361204774,2.917498913,0.003528509,0.01687321,up
ENSRNOG00000067701,ENSRNOG00000067701,ENSRNOG00000067701,10.2118244,6.96237247,2.538638123,2.742562008,0.006096194,0.025811895,up
ENSRNOG00000063544,ENSRNOG00000063544,ENSRNOG00000063544,10.31089158,6.975388699,2.038222598,3.422289943,0.000620961,0.004245417,up
ENSRNOG00000069525,ENSRNOG00000069525,ENSRNOG00000069525,10.42864511,6.995647181,1.835054129,3.812229335,0.000137719,0.001252122,up
ENSRNOG00000070654,ENSRNOG00000070654,ENSRNOG00000070654,10.47209903,7.00130099,2.472940145,2.831164759,0.004637882,0.02085048,up
Krt13,keratin 13,ENSRNOG00000014070,10.69900836,7.034572207,1.768539812,3.977615974,6.96e-05,0.000720426,up
Prss27,serine protease 27,ENSRNOG00000005336,10.75735244,7.039703559,1.93261416,3.64258097,0.000269918,0.00215178,up
Cib4,calcium and integrin binding family member 4,ENSRNOG00000009898,11.10789934,7.08382912,2.50474602,2.828162641,0.004681602,0.020975683,up
ENSRNOG00000067044,ENSRNOG00000067044,ENSRNOG00000067044,11.32248645,7.114173166,1.799327741,3.953795077,7.69e-05,0.000783146,up
ENSRNOG00000067676,ENSRNOG00000067676,ENSRNOG00000067676,11.62142748,7.149253586,2.451664239,2.916081848,0.003544575,0.016937096,up
Slc47a2,solute carrier family 47 member 2,ENSRNOG00000038055,11.95591599,7.19124995,1.865748131,3.854351952,0.000116037,0.001087061,up
Cyp4a3,cytochrome P450,ENSRNOG00000066878,12.42141156,7.247371992,1.741323662,4.161990186,3.15e-05,0.000377017,up
ENSRNOG00000069161,ENSRNOG00000069161,ENSRNOG00000069161,12.4586128,7.247854205,2.027024605,3.575612347,0.000349409,0.002645083,up
Cartpt,CART prepropeptide,ENSRNOG00000017712,12.53316102,7.257190752,1.800469454,4.030721397,5.56e-05,0.000603088,up
Krt42,keratin 42,ENSRNOG00000034087,12.5841099,7.262619055,2.042922357,3.555014722,0.000377958,0.002828132,up
Or13a26b,olfactory receptor family 13 subfamily A member 26B,ENSRNOG00000062789,12.89645021,7.298213008,1.852597077,3.939449705,8.17e-05,0.000820358,up
Sptssb,serine palmitoyltransferase,ENSRNOG00000009388,14.35588537,7.45267143,1.966419007,3.789971213,0.000150665,0.001343743,up
LOC685793,similar to serine/threonine kinase,ENSRNOG00000064423,14.80940708,7.499590226,2.31864732,3.234467856,0.001218696,0.007254219,up
ENSRNOG00000065364,ENSRNOG00000065364,ENSRNOG00000065364,15.59693178,7.578558357,2.233494539,3.393139416,0.000690965,0.004627959,up
Gdf2,growth differentiation factor 2,ENSRNOG00000057751,16.0868863,7.618038436,1.664448073,4.576915651,4.72e-06,7.81e-05,up
Lnp1,leukemia NUP98 fusion partner 1,ENSRNOG00000039649,17.15186082,7.716088264,1.641760637,4.699886262,2.6e-06,4.69e-05,up
Glycam1,glycosylation dependent cell adhesion molecule 1,ENSRNOG00000036826,26.91593611,8.360925959,1.904783201,4.389437052,1.14e-05,0.000163241,up
Foxg1,forkhead box G1,ENSRNOG00000047891,43.21758098,9.045796316,1.360005803,6.651292442,2.91e-11,2.25e-09,up
RGD1561730,similar to cell surface receptor FDFACT,ENSRNOG00000048881,44.36716661,9.08695178,1.381509483,6.577552953,4.78e-11,3.56e-09,up
LOC120095902,paired immunoglobulin-like type 2 receptor beta,ENSRNOG00000063284,44.64085455,9.096378539,1.440528505,6.314611967,2.71e-10,1.7e-08,up
ENSRNOG00000066693,ENSRNOG00000066693,ENSRNOG00000066693,188.7055333,11.1733575,3.907026607,2.859810956,0.004238936,0.019400728,up
ENSRNOG00000066286,ENSRNOG00000066286,ENSRNOG00000066286,1322.637771,13.98256592,3.906797411,3.579035319,0.000344865,0.0026149,up
ENSRNOG00000068597,ENSRNOG00000068597,ENSRNOG00000068597,15.00925522,20.86455535,2.953492093,7.06436811,1.61e-12,1.62e-10,up
